chunk_id,source_document,chunk_index,text,word_count
HIV_AIDS_Policy.pdf_chunk_19,HIV_AIDS_Policy.pdf,19,"ii) Continued unreasonable refusal to work with an HIV-infected person could make an employee subject to disciplinary sanctions consistent with applicable provisions of Uganda laws and regulations, applicable collective bargaining agreements, and applicable Univer sity / administrative rules. 5 HIV testing There is no current justification for mandatory HIV diagnostic testing, and the University will not require it for participation in any activity. However, when other institutions, agencies, or governments require testing for participation, enrollment, or travel, diagnostic testin g will be made available by University Health Services or a referral center. ii) There is no current medical justification for mandatory HIV diagnostic testing for employment at the University. No individual may be tested for presence of HIV without the informed written consent of that individual except if mentally incapacitated.",130
HIV_AIDS_Policy.pdf_chunk_20,HIV_AIDS_Policy.pdf,20,"No individual may be tested for presence of HIV without the informed written consent of that individual except if mentally incapacitated. 6 Employee benefits With regard to employee benefits programs, the University will treat HIV-related illnesses the same as other life-threatening illnesses. 0 POLICIES PERTAINING TO HIV PREVENTION Although Uganda has made significant pr ogress in the prevention of HIV/AIDS the country as a whole is still vulnerable to the persistent epidemic. There is need for aggressive policies and programmes that promote prevention efforts. The University will persistently pursue pro-acti ve prevention efforts that are in-line with the overall national policies and guidelines. These will include but are not limited to provision of HIV prevention informati on, education and communication (IEC), promotion of the ABC strategy, emphasizing abstinence, safe sex and use of condoms, and avoiding unsteady partnerships.",138
HIV_AIDS_Policy.pdf_chunk_21,HIV_AIDS_Policy.pdf,21,"These will include but are not limited to provision of HIV prevention informati on, education and communication (IEC), promotion of the ABC strategy, emphasizing abstinence, safe sex and use of condoms, and avoiding unsteady partnerships. In addition, infrastructure for easy 5 MAKERERE UNIVERSITY HIV/AIDS POLICY access to HIV testing and counseling serv ices within the University will be enhanced and maintained coupled with promotion of students and staff HIV/AIDS prevention clubs. Programs that lead to prevention of parental transmission of HIV for example through safe transfusions, use of safe syringes and needles, avoiding use and abuse of intravenou s drugs will be established. Other approaches to HIV prevention like prevention of mother to child transmission and treatment of those infected by use of anti-retrovirals will be promoted.",127
HIV_AIDS_Policy.pdf_chunk_22,HIV_AIDS_Policy.pdf,22,"Other approaches to HIV prevention like prevention of mother to child transmission and treatment of those infected by use of anti-retrovirals will be promoted. Other policies which are beneficial to promoting HIV/AIDS prevention like gender mainstreaming policy, sexual harassment policy and any other that may be considered appropriate wi ll be developed or strengthened and enforced. The above measures are inte nded to create a safe environment that is conducive for prevention of acquisition and transmission of HIV. 0 POLICIES PERTAINING TO HEALTH SERVICES Medical information and public health policy regarding HIV/AIDS are rapidly evolving. The policies of Makerere University Health Services are to keep abreast of all relevant information about the epidemic and put it to maximum use for the benefit of students and staff, within the limits that resources allow.",132
HIV_AIDS_Policy.pdf_chunk_23,HIV_AIDS_Policy.pdf,23,"The policies of Makerere University Health Services are to keep abreast of all relevant information about the epidemic and put it to maximum use for the benefit of students and staff, within the limits that resources allow. This will be accomplished by: 1 Safe medical practices University Health Services seek to ensure that no person contracts infectious diseases during medical procedures. Stringent universal precautions for the prevention of HIV and related infect ions through infected body fluid or instruments contaminated by such fluid shall be maintained. These procedures will be under continuous review by the health staff. 2 Management of exposure to HIV infection Post-exposure prophylaxis for those who get accidentally exposed to the virus for example through needle stick injuries or rape will be provided by University through the University Health Services or appropriate referral services.",137
HIV_AIDS_Policy.pdf_chunk_24,HIV_AIDS_Policy.pdf,24,"2 Management of exposure to HIV infection Post-exposure prophylaxis for those who get accidentally exposed to the virus for example through needle stick injuries or rape will be provided by University through the University Health Services or appropriate referral services. 3 Counseling and other appropriate services Counseling of the students shall be coordinated by University Health System and other appropriate designated services. ii) Counseling about safe sex practices, needle precautions, and prenatal transmission is provided by the Heal th and Counseling Services. The staff makes itself available, as much as possibl e at campus lectures, talks at living or 6 MAKERERE UNIVERSITY HIV/AIDS POLICY other campus groups, through the campus media and for campus outreach programs such as HIV/AIDS prevention programs. 4 HIV testing services Confidential, inexpensive diagnostic testing for HIV will be offered to students by University Health Services.",140
HIV_AIDS_Policy.pdf_chunk_25,HIV_AIDS_Policy.pdf,25,"4 HIV testing services Confidential, inexpensive diagnostic testing for HIV will be offered to students by University Health Services. Priority is given to persons with a signif icant risk, by history, of having been infected by HIV. No tests will be give n without informed consent, and results cannot be released to third parties without the specific and express prior authorization of the patient unle ss otherwise required by law. 5 Provision for HIV care As with all other illnesses, the goal of University Health Services will be to assist the HIV infected persons to remain active and be able to perform as normally as possible. ii) Continuing education, treatment, and emotional support to students and staff found to be infected with HIV will be provided.",126
HIV_AIDS_Policy.pdf_chunk_26,HIV_AIDS_Policy.pdf,26,"ii) Continuing education, treatment, and emotional support to students and staff found to be infected with HIV will be provided. Information that may preserve the health of the patient and prevent transmission of th e disease will be provided to the patient and follow up will be encouraged. University Health Services staff will participate up to its capacity, with appropriate referrals to specialists or other centers in the care of those students and staff who become ill with HIV/AIDS. 6 Confidentiality Confidentiality of medical conditi ons shall be maintained. Students and University employees medical records hold confidential information and, as such, may not be released without the individuals written permission except as otherwise provided by law. ii) There is no medical necessity to advise students, faculty, or other staff of the presence of students who have HIV infection.",138
HIV_AIDS_Policy.pdf_chunk_27,HIV_AIDS_Policy.pdf,27,"ii) There is no medical necessity to advise students, faculty, or other staff of the presence of students who have HIV infection. iii) The University encourages its employees and students with serious infectious illnesses such as HIV infection to inform their department heads or administrators so that reasonable accommodation to their conditions can be planned and implemented. Such self-disclosure is entirely voluntary, and the information disclosed may not be released without written authorization unless otherwise required by law. 7 Referral University will partner with institutions , programs and projects that will provide care to those who are infected.",98
HIV_AIDS_Policy.pdf_chunk_28,HIV_AIDS_Policy.pdf,28,"7 Referral University will partner with institutions , programs and projects that will provide care to those who are infected. 7 MAKERERE UNIVERSITY HIV/AIDS POLICY 0 POLICIES PERTAINING TO UNIVERSITY RESPONSIBILITIES 1 Care Makerere University will make the best efforts within the limits of available resources and existing University heal th care policies to provide staff and students affected with HIV/AIDS with the necessary care and refer HIV/AIDS infected staff, their families an d students to suitable treatment sites as appropriate, where additional treatment is required, which is not provided by the University. ii) The University shall offer appropriate counseling and basic health care and maintenance to all staff members and students who are on the different University campuses. The level of care of fered by the Makerere University shall be determined by budgetary considerations, and the reality of the sustainability of such care interventions.",145
HIV_AIDS_Policy.pdf_chunk_29,HIV_AIDS_Policy.pdf,29,"The level of care of fered by the Makerere University shall be determined by budgetary considerations, and the reality of the sustainability of such care interventions. The University will pursue initiatives to demonstrate the highest possible standard of care. 2 Research Makerere University is committed to undertaking extensive empirical and operational public health, biomedical and social science research on HIV/AIDS. ii) Policies, plans and guidelines will be developed which support and promote co- ordination of HIV/AIDS research underw ay while creating mechanisms, which encourage more research to be undertaken by staff and students at the University. iii) Efforts to develop and sustain meaningful collaborations and partnerships with communities other institutions and public and private sector will be encouraged and nurtured. 3 Education and outreach The University shall actively suppor t instruction that mainstreams HIV/AIDS education in the University curri cula, services and activities.",143
HIV_AIDS_Policy.pdf_chunk_30,HIV_AIDS_Policy.pdf,30,"3 Education and outreach The University shall actively suppor t instruction that mainstreams HIV/AIDS education in the University curri cula, services and activities. ii) The University shall support the dist ribution of training materials and make available of training sessions and knowledgeable speakers. iii) Recognizing the regular turnover of students and employees. The University will offer programs and conduct mailings at regular intervals. 4 Leadership Makerere University will play a leadership role in fighting the HIV/AIDS epidemic and mitigating its impact on the University itself and the wider society in Uganda in controlling the HIV/AIDS epidemic. Leadership skills will be developed in areas related to prevention, care and treatment, legal and human rights aspects and other areas relevant to the epidemic.",121
HIV_AIDS_Policy.pdf_chunk_31,HIV_AIDS_Policy.pdf,31,"Leadership skills will be developed in areas related to prevention, care and treatment, legal and human rights aspects and other areas relevant to the epidemic. 8 MAKERERE UNIVERSITY HIV/AIDS POLICY 5 Community involvement/advocacy The University recognizes that the struggle against HIV/AIDS is not restricted to the University campuses and employees or students, but that wider community involvement and participation is required to control the spread of the disease and mitigate its impact. Makerere University, a leading institution in the community, must accordingly establish community partnerships an d outreach programmes for creating HIV/AIDS awareness and prevention. The University will also coordinate its efforts with NGOs, tertiary education institutions, community organizations and the public and private sector. 0 IMPLEMENTATION, MONITORING AND EVALUATION 1 Implementation The Vice-Chancellor shall designate an office(that will coordinate implementation of this policy.",134
HIV_AIDS_Policy.pdf_chunk_32,HIV_AIDS_Policy.pdf,32,"0 IMPLEMENTATION, MONITORING AND EVALUATION 1 Implementation The Vice-Chancellor shall designate an office(that will coordinate implementation of this policy. ii) The University will raise financial resources on an ongoing basis so as to support the implementation of this po licy through grants, donations and internally generated funds. 2 Monitoring and evaluation There is need for the University to put in place a monitoring and evaluation system so as to assess the trends in the Universitys performance in different aspects relevant to this policy e.g. Impact of HIV on student and staff ii) Progress in University HIV prevention, care and treatment programs iii) HIV/AIDS curricular activities iv) HIV/AIDS research HIV related outreach programmes vi) Funding related to HIV/AIDS programmes and activities 9",121
Makerere-Policy-on-Persons-Living-With-Disabilities.pdf_chunk_0,Makerere-Policy-on-Persons-Living-With-Disabilities.pdf,0,"MAKERERE UNIVERSITY POLICY ON PERSONS LIVING WITH DISABILITIES SEPTEMBER 2022 0 PURPOSE The aim of this policy is to support the Universitys provision of a physical, working, learning and social environment that enables and enhances the educational and employment experience of students and staff living with disabilities on the same basis as other members of the University community. This is because the University promotes an environment that values diversity, is free from harassment, unlawful discrimination and promotes equal opportunities. 0 POLICY STATEMENT Makerere University is committed to developing and supporting an inclusive and diverse environment which provides equal opportunity for all staff and students to access, participate and enjoy the benefits of education and employment. The University therefore is committed to respect, promote and protect the rights of persons living with disabilities to work and study on an equitable basis with other members of the University community.",147
Makerere-Policy-on-Persons-Living-With-Disabilities.pdf_chunk_1,Makerere-Policy-on-Persons-Living-With-Disabilities.pdf,1,"The University therefore is committed to respect, promote and protect the rights of persons living with disabilities to work and study on an equitable basis with other members of the University community. The University, its staff and students shall comply with the provisions of the persons with Disabilities Act 2020 and other relevant National and International legislation. Harassment, discrimination and vilification of persons with disabilities shall not be tolerated and all University members will work together in compliance with the Equal Opportunities policy, The University is committed to ensuring the integration of the principles of equal access, equal participation and equal opportunity for persons living with disabilities in all relevant University policies, procedures and operations.",115
Makerere-Policy-on-Persons-Living-With-Disabilities.pdf_chunk_2,Makerere-Policy-on-Persons-Living-With-Disabilities.pdf,2,"Harassment, discrimination and vilification of persons with disabilities shall not be tolerated and all University members will work together in compliance with the Equal Opportunities policy, The University is committed to ensuring the integration of the principles of equal access, equal participation and equal opportunity for persons living with disabilities in all relevant University policies, procedures and operations. In its planning procedures, the University embraces the principle of Universal inclusion and design, e. embedding in the design of the environment, services, work, curricula development, study design and content, the capacity to provide access to a diverse range of users, including persons living with disabilities.",104
Makerere-Policy-on-Persons-Living-With-Disabilities.pdf_chunk_3,Makerere-Policy-on-Persons-Living-With-Disabilities.pdf,3,"In its planning procedures, the University embraces the principle of Universal inclusion and design, e. embedding in the design of the environment, services, work, curricula development, study design and content, the capacity to provide access to a diverse range of users, including persons living with disabilities. The University also seeks to apply the principle of reasonable adjustment to remove barriers to participation in work or study by persons living with disabilities, and to caretakers of persons living with disabilities, including parents, spouses, partners and those with caring responsibilities for persons with a disability. The University will support and foster positive, informed behaviour and attitudes among its staff and students towards persons living with disabilities and will assist staff in developing and offer disability-friendly skills and services to meet the learning and support needs of students and staff living with disabilities.",140
Makerere-Policy-on-Persons-Living-With-Disabilities.pdf_chunk_4,Makerere-Policy-on-Persons-Living-With-Disabilities.pdf,4,"The University will support and foster positive, informed behaviour and attitudes among its staff and students towards persons living with disabilities and will assist staff in developing and offer disability-friendly skills and services to meet the learning and support needs of students and staff living with disabilities. The University will progressively provide resources and facilities for appropriately accessible and supportive learning and working environments, including assistive technologies and other reasonable adjustments for persons living with disabilities and, whenever reasonably possible, will provide access to any service generally provided by the University to staff and students. The University will ensure that the academic integrity of programs offered is maintained at the highest standards and will ensure students living with disabilities are provided with appropriate and reasonable adjustments to enable access and participation in all educational activities including access to written material on the same basis as other students.",147
Makerere-Policy-on-Persons-Living-With-Disabilities.pdf_chunk_5,Makerere-Policy-on-Persons-Living-With-Disabilities.pdf,5,"The University will ensure that the academic integrity of programs offered is maintained at the highest standards and will ensure students living with disabilities are provided with appropriate and reasonable adjustments to enable access and participation in all educational activities including access to written material on the same basis as other students. 0 DEFINITIONS a. Assistive technology - is any device, system or design, whether adapted or commercially available, that allows someone to perform a task that they would otherwise be unable to do, or increases the ease with which a task can be performed. b. Associates - includes people who are a partner, carer, friend, and family member, business/sporting associate or work colleague.",114
Makerere-Policy-on-Persons-Living-With-Disabilities.pdf_chunk_6,Makerere-Policy-on-Persons-Living-With-Disabilities.pdf,6,"Associates - includes people who are a partner, carer, friend, and family member, business/sporting associate or work colleague. c. An Academic Integration Plan (AIP) is a document established by students with disabilities with their Disability Advisor outlining the reasonable adjustments or academic strategies that support them to complete their academic work while managing their symptoms. Carer or Care giver means a person who provides personal care, support and assistance to another person because of their disability and age-related needs. This excludes care, support or assistance provided as part of paid or unpaid work, a service provision contract, and/or education or training program. A person is not inherently considered a carer solely on the basis of their family and/or domestic relationship to the person in need of care.",127
Makerere-Policy-on-Persons-Living-With-Disabilities.pdf_chunk_7,Makerere-Policy-on-Persons-Living-With-Disabilities.pdf,7,"A person is not inherently considered a carer solely on the basis of their family and/or domestic relationship to the person in need of care. Disability is defined as a permanent and substantial functional limitation of daily life activities caused any physical or sensory impairment and environmental barriers resulting in limited participations (National Policy on Disability in Uganda 2006). The policy focuses on the following disabilities; Difficulty in hearing; Difficulty in speaking and conveying messages; Difficulty in moving around and using other body parts; Difficulty in seeing; Strange behavior; Epilepsy;  Difficulty in learning;  Leprosy; Loss of feeling Multiple disabilities (A combination of any of the above disabilities) Flexible work arrangements means arrangements in which the supervisor and staff member jointly decide on friendly work arrangements for example changes to hours of study or work, location, and/or the way work is carried out.",142
Makerere-Policy-on-Persons-Living-With-Disabilities.pdf_chunk_8,Makerere-Policy-on-Persons-Living-With-Disabilities.pdf,8,"The policy focuses on the following disabilities; Difficulty in hearing; Difficulty in speaking and conveying messages; Difficulty in moving around and using other body parts; Difficulty in seeing; Strange behavior; Epilepsy;  Difficulty in learning;  Leprosy; Loss of feeling Multiple disabilities (A combination of any of the above disabilities) Flexible work arrangements means arrangements in which the supervisor and staff member jointly decide on friendly work arrangements for example changes to hours of study or work, location, and/or the way work is carried out. Harassment on the grounds of disability includes s intimidation, insults or humiliation of any person(living with disability. Indirect discrimination on the grounds of disability occurs when a person with a disability is expected to meet criteria, rules or policy that apply to all persons, but that have an unfair effect on people with disabilities.",137
Makerere-Policy-on-Persons-Living-With-Disabilities.pdf_chunk_9,Makerere-Policy-on-Persons-Living-With-Disabilities.pdf,9,"Indirect discrimination on the grounds of disability occurs when a person with a disability is expected to meet criteria, rules or policy that apply to all persons, but that have an unfair effect on people with disabilities. For example, making the only entrance to premises by stairs, which means the premises are inaccessible to people with mobility disability, or the provision of information in forms that are inaccessible to people with a print disability. Inherent requirements are the core activities, tasks or skills that are essential to a workplace in general, and to a specific position. They are a major part of the job, and result in significant consequences if they are not performed. Inherent are also special components of a program or subject that demonstrate the abilities, knowledge and Skills to achieve the core learning outcomes of the program or subject.",142
Makerere-Policy-on-Persons-Living-With-Disabilities.pdf_chunk_10,Makerere-Policy-on-Persons-Living-With-Disabilities.pdf,10,"Inherent are also special components of a program or subject that demonstrate the abilities, knowledge and Skills to achieve the core learning outcomes of the program or subject. On the same basis - means that a person with a disability is able to seek admission, employment, participate in University programs, and use University facilities and services equally like any other member of staff of the University or student. Reasonable adjustments means administrative, environmental and or procedural alterations in the employment or learning situation which remove barriers for people with a disability so that they can perform the inherent requirements of the job or program of study. Reasonable Adjustment Plan (RAP) means the University plan to set up or to cater for the needs of the persons with disabilities using the facilities or accessing the services of the University. .",139
Makerere-Policy-on-Persons-Living-With-Disabilities.pdf_chunk_11,Makerere-Policy-on-Persons-Living-With-Disabilities.pdf,11,". Universal design means a design of products, communications and built environments, to be usable by as many people as possible at a minimum or no extra cost without the need for adaptation to or specialized design. A universal design approach to curricula is student-centered, inclusive and enables students with a disability to demonstrate equivalence in learning outcomes. Unjustifiable hardship means an exception that allows an organization to reject making an adjustment because the cost involved and the impact on the organization and/or other persons would be very high vis-a-vis the Universitys financial 0 situation. In determining whether an adjustment would involve unjustifiable hardship, all relevant circumstances of the situation must be taken into account. o. Unlawful discrimination  means; Treating or proposing to treat a person with a disability less favorably than a person without any disability in circumstances that are the same or not materially different.",147
Makerere-Policy-on-Persons-Living-With-Disabilities.pdf_chunk_12,Makerere-Policy-on-Persons-Living-With-Disabilities.pdf,12,"Unlawful discrimination  means; Treating or proposing to treat a person with a disability less favorably than a person without any disability in circumstances that are the same or not materially different. For the avoidance of doubt, the circumstances shall not be considered materially different due to the fact that different accommodation or services may be required by the person with a disability; unreasonably requiring a person with a disability to comply with a requirement or condition which he or she is unable to comply with due to his or her disability in the circumstances; or Treating a person with a disability less favorably because he or she is accompanied by or is in the possession and or using of a palliative or therapeutic device or an auxiliary aid, or an interpreter, assistant, carer or an assistance animal (e.g. a guide or hearing dog).",143
Makerere-Policy-on-Persons-Living-With-Disabilities.pdf_chunk_13,Makerere-Policy-on-Persons-Living-With-Disabilities.pdf,13,"a guide or hearing dog). p. Victimization means threatening to use or use of less favorable treatment of a person with a disability for his or her participation in making, supporting the resolution and or resolving a complaint, whether that participation was actual, intended or presumed. PROCEDURES a. This Policy should be implemented in conjunction with the 1995 Constitution of the Republic of Uganda (as amended), the Persons with Disability Act 2020 and the national Equal Opportunity Policy The above legislative and policy provisions make it unlawful for any Person to discriminate against any Person, in the provision of educational, employment, services and facilities on the basis of disability. Students and prospective students living with a disability must be able to access and participate in education on the same basis as other students. b.",134
Makerere-Policy-on-Persons-Living-With-Disabilities.pdf_chunk_14,Makerere-Policy-on-Persons-Living-With-Disabilities.pdf,14,"b. The University shall protect the access to confidential information relating to students and staff with disabilities in its possession. Access to such information will be restricted to staff with a legitimate need to access such information in the execution of the mandate of the University. Such members of staff may include Staff designated as Disability Service staff, and Welfare staff, direct supervisors or managers, Program Coordinators, Examinations Officers or Deans. Access to the Medical and diagnostic specifics of the nature of the disability or condition of a person living with disability shall not be accessed by a supervisor or teaching staff except for legitimate reasons; and in such circumstances such information may be accessed only with the written consent of the person with the disability or health condition.",129
Makerere-Policy-on-Persons-Living-With-Disabilities.pdf_chunk_15,Makerere-Policy-on-Persons-Living-With-Disabilities.pdf,15,Access to the Medical and diagnostic specifics of the nature of the disability or condition of a person living with disability shall not be accessed by a supervisor or teaching staff except for legitimate reasons; and in such circumstances such information may be accessed only with the written consent of the person with the disability or health condition. c. A member of Staffand or a Student is not required to disclose his or her disability unless: An Academic Integration Plan (for students) or a Reasonable Adjustment Plan (for staff) is required to be developed and implemented; The disability or chronic health condition is likely to affect the staff or students capacity to meet the inherent requirements of the job or the subject or program.,124
Makerere-Policy-on-Persons-Living-With-Disabilities.pdf_chunk_16,Makerere-Policy-on-Persons-Living-With-Disabilities.pdf,16,"c. A member of Staffand or a Student is not required to disclose his or her disability unless: An Academic Integration Plan (for students) or a Reasonable Adjustment Plan (for staff) is required to be developed and implemented; The disability or chronic health condition is likely to affect the staff or students capacity to meet the inherent requirements of the job or the subject or program. d. In order to assist in the planning, provision of services and timing of implementation of adjustments Plans, prospective or current students and staff with disabilities are encouraged to identify any alternative requirements as soon as practicable. Failure to declare specific requirements at the earliest opportunity may lead to a disruption of a students study program, or a delay in service provision or of a staff members induction/return to the workplace and/or their capacity to maintain reasonable productivity at work.",146
Makerere-Policy-on-Persons-Living-With-Disabilities.pdf_chunk_17,Makerere-Policy-on-Persons-Living-With-Disabilities.pdf,17,"Failure to declare specific requirements at the earliest opportunity may lead to a disruption of a students study program, or a delay in service provision or of a staff members induction/return to the workplace and/or their capacity to maintain reasonable productivity at work. Such disruption or delay shall not be attributed to the University. 1 e. Reasonable adjustments are available to staff and students living with disabilities and will be developed and implemented to enable: a staff member with a disability to undertake the inherent requirements the position; or A student with a disability to access and participate in academic studies and to meet the academic standards and inherent requirements of the program. Reasonable Adjustment Plans for Staff The process for staff to formalise their adjustment requirements is by way of adherence to the Reasonable Adjustment Plan (RAP).",138
Makerere-Policy-on-Persons-Living-With-Disabilities.pdf_chunk_18,Makerere-Policy-on-Persons-Living-With-Disabilities.pdf,18,"Reasonable Adjustment Plans for Staff The process for staff to formalise their adjustment requirements is by way of adherence to the Reasonable Adjustment Plan (RAP). For staff this could mean adjusting access to buildings and rooms, modifying equipment, re-designing jobs or work areas and implementing more flexible work practices. For students it could mean adjustments to the mode of delivery of lectures or written material or the assessment process and timeframe. An adjustment is reasonable if it takes into account the requirements of the person and balances the interests of all parties affected.",93
Makerere-Policy-on-Persons-Living-With-Disabilities.pdf_chunk_19,Makerere-Policy-on-Persons-Living-With-Disabilities.pdf,19,"An adjustment is reasonable if it takes into account the requirements of the person and balances the interests of all parties affected. Consideration needs to be given to: a. the effect of the adjustment on the persons ability to meet the inherent requirements of the job or successfully achieve the inherent learning outcomes of the subject or program; b. the costs and benefits of making the adjustment; and The interests of all parties affected, including those of the student or staff member with the disability, the University, staff and other students or colleagues.",93
Makerere-Policy-on-Persons-Living-With-Disabilities.pdf_chunk_20,Makerere-Policy-on-Persons-Living-With-Disabilities.pdf,20,"Consideration needs to be given to: a. the effect of the adjustment on the persons ability to meet the inherent requirements of the job or successfully achieve the inherent learning outcomes of the subject or program; b. the costs and benefits of making the adjustment; and The interests of all parties affected, including those of the student or staff member with the disability, the University, staff and other students or colleagues. The University is committed to ensuring that the workplace provides reasonable adjustments to meet the specific requirements of staff with a disability through the provision of adjustments, including: a. flexible work arrangements; b. modifications to work premises; changes to job design, working hours and schedules or other work practices; e d. modifications to equipment; e. Provision of training or other assistance.",132
Makerere-Policy-on-Persons-Living-With-Disabilities.pdf_chunk_21,Makerere-Policy-on-Persons-Living-With-Disabilities.pdf,21,"The University is committed to ensuring that the workplace provides reasonable adjustments to meet the specific requirements of staff with a disability through the provision of adjustments, including: a. flexible work arrangements; b. modifications to work premises; changes to job design, working hours and schedules or other work practices; e d. modifications to equipment; e. Provision of training or other assistance. The requirement to provide adjustments for staff with a disability applies to all areas of employment, including: a. recruitment, selection and appointment; b. training and career development; study and conference leave;  d. performance management; and e. Promotion, transfer or any other benefit. Adjustments may be permanent or temporary, depending on the nature of the disability or condition and the requirements of the individual. The degree and nature of the disability may also change over time and require regular review of additional or alternative adjustments.",145
Makerere-Policy-on-Persons-Living-With-Disabilities.pdf_chunk_22,Makerere-Policy-on-Persons-Living-With-Disabilities.pdf,22,"The degree and nature of the disability may also change over time and require regular review of additional or alternative adjustments. Reasonable adjustments in the workplace may be required when a person has: a. a pre-existing or established condition of or disability; b. an acquired condition of or disability, whether temporary or permanent; or c. A non-work-related injury or illness, which may be temporary or permanent. In instances where an injury results in an ongoing disability, a Reasonable Adjustment Plan may be appropriate to support such a staff member in the workplace following the completion of a Return to Work Plan. Injury Management Coordinators will refer the affected staff to the Equity, Diversity and Wellbeing in these situations and facilitate the transition in supporting the staff concerned.",127
Makerere-Policy-on-Persons-Living-With-Disabilities.pdf_chunk_23,Makerere-Policy-on-Persons-Living-With-Disabilities.pdf,23,"Injury Management Coordinators will refer the affected staff to the Equity, Diversity and Wellbeing in these situations and facilitate the transition in supporting the staff concerned. c. In case the University determines that an adjustment would cause it unjustifiable hardship, it shall take in to account: is the benefits or disadvantages that would be caused by making the reasonable adjustment; the effect of the disability on the student or staff member; The costs of making the reasonable adjustment in the context of the Universitys financial situation. 2 Staff Requesting and Initiating a Reasonable Adjustment Plan A request for reasonable adjustment in the workplace may be made by a member of staff (or a potential member of staff) or their supervisor, with the consent of the staff member concerned. Disclosure of a disability can be made to the Directorate of Human Resources or the staff members supervisor.",146
Makerere-Policy-on-Persons-Living-With-Disabilities.pdf_chunk_24,Makerere-Policy-on-Persons-Living-With-Disabilities.pdf,24,"Disclosure of a disability can be made to the Directorate of Human Resources or the staff members supervisor. A Member of Staff and a prospective member of staff with a disability, or carers, are encouraged to seek advice and assistance from the Directorate of Human Resources on concerns of or information relating to Reasonable Adjustment Plans. Members of Staff are responsible for assisting supervisors and any Member or staff or concerned person requesting an adjustment to determine the most appropriate reasonable adjustments in the workplace. New members of staff are encouraged to complete the staff Equal Opportunity Survey form in the Directorate of Human Resources and indicate if they have a disability for which they require an adjustment. The University Management will be advised of a member of staffs request if the person indicates on the Equal Opportunity Survey that they have a disability for which they require an adjustment.",150
Makerere-Policy-on-Persons-Living-With-Disabilities.pdf_chunk_25,Makerere-Policy-on-Persons-Living-With-Disabilities.pdf,25,"The University Management will be advised of a member of staffs request if the person indicates on the Equal Opportunity Survey that they have a disability for which they require an adjustment. Disability Support Center staff will then contact the staff member to offer assistance in developing appropriate and reasonable adjustments. Existing staff who acquire a temporary or permanent disability are also encouraged to review their entry on the Equal Opportunity Survey database at the time they seek adjustment, to ensure that effective measurement and resourcing of disability services to staff can be maintained. A member of staff who requires an adjustment because of an existing disability should request such reasonable adjustment as early as possible in the employment process.",120
Makerere-Policy-on-Persons-Living-With-Disabilities.pdf_chunk_26,Makerere-Policy-on-Persons-Living-With-Disabilities.pdf,26,"A member of staff who requires an adjustment because of an existing disability should request such reasonable adjustment as early as possible in the employment process. Opportunities for enquiring about and/or requesting adjustments may most commonly arise: during the selection/interview process; at orientation or induction processes; when planning for organizational change; in developing Workload Agreements; or 3 At any stage of the performance management cycle. A member of staff who has disclosed a disability may, with his or her consent, also be referred by other members of staff. Including a Supervisor and Personnel from the Directorate of Human Resources. Opportunities for new members of staff to formally disclose a disability should be made available after an employment contract has been finalised, including during induction processes. Disability staff are available to assist staff and students in making disclosure decisions.",138
Makerere-Policy-on-Persons-Living-With-Disabilities.pdf_chunk_27,Makerere-Policy-on-Persons-Living-With-Disabilities.pdf,27,"Disability staff are available to assist staff and students in making disclosure decisions. The Disability Service will also assist students with disclosure decisions and may work with the Disability Centre to meet the needs of members of staff who are also students of the University. Documentation for Staff Members of Staff who seek reasonable adjustments in the workplace shall provide current (no more than 6 months old) documentation of assessments of such disability from a recognised medical or other recognised professional specialist, to confirm their disability/health condition with arecommendations on the most appropriate type of workplace adjustments. Medical documentation is required to: support the assessment of reasonableness of the request for adjustments in the circumstances; and Ensure that only ergonomically/medically appropriate adjustments are provided.",124
Makerere-Policy-on-Persons-Living-With-Disabilities.pdf_chunk_28,Makerere-Policy-on-Persons-Living-With-Disabilities.pdf,28,"Medical documentation is required to: support the assessment of reasonableness of the request for adjustments in the circumstances; and Ensure that only ergonomically/medically appropriate adjustments are provided. Documentation in support of a Reasonable Adjustment Plan may be required more or less frequently, depending on the nature of the disabilities/conditions affecting the staff and their impact in the workplace. Medical documentation must remain up- to-date and relevant to the current requirements of the member of staffs position at the workplace. Staff with a temporary, degenerative and/or episodic condition shall provide documentation more frequently, whereas staff with a permanent and stable disability which is unlikely to change over time shall be required to provide documentation at longer intervals. This will be determined at the discretion of the Senior Staff Disability Advisor.",129
Makerere-Policy-on-Persons-Living-With-Disabilities.pdf_chunk_29,Makerere-Policy-on-Persons-Living-With-Disabilities.pdf,29,"This will be determined at the discretion of the Senior Staff Disability Advisor. The documentation will include information on the disability and the functional limitations it involves and, as far as possible, provide recommendations on the appropriate type of workplace adjustments which are required to support the disability. Reasonable adjustments may include flexible work practices and reduced hours of work if appropriate. Medical documentation relating to a member of staffs disability shall only be submitted to the Directorate of Human Resources, and information provided to supervisors shall relate solely to the appropriate adjustments required in the workplace.",97
